6;GreedyTSP;0;0,4,5,3,0,0,0,;48
6;RandomGreedyTSP;685;1,5,3,4,0,0,1,;30
6;MetaTSP;0;0,3,1,4,2,5,0,;176
6;BruteForceTSP;0;-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,;34
6;GreedyTSP;1038;0,5,4,3,1,2,0,;33
6;RandomGreedyTSP;1222;4,0,5,3,1,2,4,;30
6;MetaTSP;1038;0,5,4,3,1,2,0,;217
6;BruteForceTSP;1038;0,5,4,3,1,2,0,;87
6;GreedyTSP;966;0,5,3,4,1,2,0,;43
6;RandomGreedyTSP;966;0,5,3,4,1,2,0,;40
6;MetaTSP;966;0,5,3,4,1,2,0,;264
6;BruteForceTSP;932;0,5,1,2,4,3,0,;114
6;GreedyTSP;1037;0,3,4,1,2,5,0,;30
6;RandomGreedyTSP;1032;4,1,0,3,2,5,4,;33
6;MetaTSP;933;0,3,4,1,5,2,0,;213
6;BruteForceTSP;933;0,3,4,1,5,2,0,;56
6;GreedyTSP;917;0,1,5,4,3,2,0,;38
6;RandomGreedyTSP;1000;1,5,0,3,4,2,1,;36
6;MetaTSP;794;0,3,4,5,1,2,0,;238
6;BruteForceTSP;794;0,3,4,5,1,2,0,;87
6;GreedyTSP;1112;0,5,4,2,1,3,0,;34
6;RandomGreedyTSP;1362;2,5,4,0,1,3,2,;44
6;MetaTSP;955;0,5,4,2,3,1,0,;232
6;BruteForceTSP;949;0,1,5,4,2,3,0,;104
6;GreedyTSP;1154;0,4,1,5,3,2,0,;37
6;RandomGreedyTSP;1154;0,4,1,5,3,2,0,;30
6;MetaTSP;1154;0,4,1,5,3,2,0,;233
6;BruteForceTSP;831;0,3,2,4,1,5,0,;77
6;GreedyTSP;857;0,4,3,5,2,1,0,;19
6;RandomGreedyTSP;564;4,3,0,2,1,5,4,;15
6;MetaTSP;857;0,4,3,5,2,1,0,;139
6;BruteForceTSP;564;0,2,1,5,4,3,0,;67
6;GreedyTSP;984;0,4,2,3,1,5,0,;34
6;RandomGreedyTSP;920;3,1,2,0,4,5,3,;24
6;MetaTSP;920;0,4,5,3,1,2,0,;152
6;BruteForceTSP;920;0,4,5,3,1,2,0,;76
6;GreedyTSP;1176;0,1,3,4,5,2,0,;32
6;RandomGreedyTSP;691;3,0,1,2,5,4,3,;44
6;MetaTSP;714;0,1,3,2,5,4,0,;154
6;BruteForceTSP;687;0,1,2,5,3,4,0,;55
6;GreedyTSP;974;0,4,2,5,1,3,0,;122
6;RandomGreedyTSP;974;3,0,4,2,5,1,3,;37
6;MetaTSP;974;0,4,2,5,1,3,0,;159
6;BruteForceTSP;833;0,4,5,1,2,3,0,;61
6;GreedyTSP;894;0,1,4,2,5,3,0,;52
6;RandomGreedyTSP;894;1,4,2,5,3,0,1,;65
6;MetaTSP;894;0,1,4,2,5,3,0,;220
6;BruteForceTSP;894;0,1,4,2,5,3,0,;63
6;GreedyTSP;0;0,0,3,1,2,4,0,;42
6;RandomGreedyTSP;870;0,0,3,1,2,4,0,;22
6;MetaTSP;0;0,3,4,1,2,5,0,;111
6;BruteForceTSP;0;-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,;15
6;GreedyTSP;682;0,3,4,1,2,5,0,;33
6;RandomGreedyTSP;682;3,4,1,2,5,0,3,;35
6;MetaTSP;682;0,3,4,1,2,5,0,;148
6;BruteForceTSP;570;0,4,1,2,5,3,0,;64
6;GreedyTSP;1035;0,4,5,1,3,2,0,;22
6;RandomGreedyTSP;1103;2,5,1,4,0,3,2,;19
6;MetaTSP;1035;0,4,5,1,3,2,0,;155
6;BruteForceTSP;816;0,4,2,5,1,3,0,;87
6;GreedyTSP;906;0,3,4,1,2,5,0,;166
6;RandomGreedyTSP;1042;4,1,2,0,3,5,4,;33
6;MetaTSP;845;0,3,4,1,5,2,0,;138
6;BruteForceTSP;697;0,3,2,4,1,5,0,;35
6;GreedyTSP;930;0,1,4,3,5,2,0,;35
6;RandomGreedyTSP;1070;1,0,4,3,5,2,1,;32
6;MetaTSP;930;0,1,4,3,5,2,0,;237
6;BruteForceTSP;930;0,1,4,3,5,2,0,;106
6;GreedyTSP;934;0,3,5,2,1,4,0,;30
6;RandomGreedyTSP;959;1,5,2,3,0,4,1,;19
6;MetaTSP;934;0,3,5,2,1,4,0,;142
6;BruteForceTSP;934;0,3,5,2,1,4,0,;40
6;GreedyTSP;1084;0,1,4,3,2,5,0,;34
6;RandomGreedyTSP;1084;0,1,4,3,2,5,0,;35
6;MetaTSP;790;0,1,5,3,2,4,0,;236
6;BruteForceTSP;790;0,1,5,3,2,4,0,;54
6;GreedyTSP;954;0,5,1,3,4,2,0,;56
6;RandomGreedyTSP;1080;3,4,1,5,2,0,3,;59
6;MetaTSP;902;0,5,2,3,4,1,0,;1077
6;BruteForceTSP;902;0,5,2,3,4,1,0,;107
6;GreedyTSP;861;0,1,2,3,5,4,0,;48
6;RandomGreedyTSP;1377;1,2,0,4,5,3,1,;47
6;MetaTSP;861;0,1,2,3,5,4,0,;323
6;BruteForceTSP;861;0,1,2,3,5,4,0,;89
6;GreedyTSP;1007;0,3,5,1,2,4,0,;32
6;RandomGreedyTSP;1007;0,3,5,1,2,4,0,;29
6;MetaTSP;1007;0,3,5,1,2,4,0,;235
6;BruteForceTSP;698;0,3,5,2,4,1,0,;123
6;GreedyTSP;829;0,1,3,4,2,5,0,;33
6;RandomGreedyTSP;829;5,0,1,3,4,2,5,;46
6;MetaTSP;829;0,1,3,4,2,5,0,;156
6;BruteForceTSP;829;0,1,3,4,2,5,0,;46
6;GreedyTSP;920;0,4,1,2,5,3,0,;197
6;RandomGreedyTSP;863;5,4,1,2,0,3,5,;35
6;MetaTSP;744;0,4,1,3,5,2,0,;148
